33;90;0;-33;-90;180;stop;forward;backward;left;right
0.245;0.187;0.100;0.089;0.110;0.315;1;0;0;0;0
0.245;0.187;0.100;0.089;0.110;0.315;1;0;0;0;0
0.218;0.210;0.093;0.084;0.122;0.332;0;0;0;1;0
0.218;0.209;0.093;0.084;0.122;0.332;0;0;0;1;0
0.218;0.209;0.094;0.083;0.122;0.332;0;0;0;1;0
0.218;0.209;0.094;0.083;0.122;0.332;0;0;0;1;0
0.226;0.209;0.094;0.083;0.123;0.323;0;0;0;1;0
0.226;0.195;0.094;0.080;0.123;0.323;0;0;0;1;0
0.226;0.195;0.094;0.080;0.123;0.323;0;0;0;1;0
0.226;0.195;0.094;0.080;0.123;0.323;0;0;0;1;0
0.226;0.195;0.094;0.080;0.129;0.323;0;0;0;1;0
0.264;0.175;0.099;0.073;0.129;0.265;0;0;0;1;0
0.264;0.175;0.099;0.073;0.129;0.265;0;0;0;1;0
0.264;0.175;0.099;0.073;0.139;0.265;0;0;0;1;0
0.343;0.160;0.101;0.069;0.139;0.209;0;0;0;1;0
0.343;0.160;0.101;0.069;0.139;0.209;0;0;0;1;0
0.343;0.160;0.101;0.069;0.155;0.209;0;0;0;1;0
0.499;0.144;0.107;0.064;0.155;0.170;0;0;0;1;0
0.499;0.144;0.107;0.064;0.155;0.170;0;0;0;1;0
0.499;0.144;0.107;0.064;0.155;0.170;0;0;0;1;0
0.557;0.144;0.107;0.064;0.174;0.140;0;0;0;1;0
0.557;0.144;0.107;0.064;0.174;0.140;0;0;0;1;0
0.557;0.139;0.117;0.061;0.174;0.140;0;0;0;1;0
0.557;0.139;0.117;0.061;0.172;0.140;0;0;0;1;0
0.544;0.139;0.129;0.061;0.172;0.114;0;0;0;1;0
0.544;0.156;0.129;0.060;0.172;0.114;0;0;0;1;0
0.544;0.156;0.129;0.060;0.172;0.114;0;0;0;1;0
0.544;0.156;0.129;0.060;0.146;0.114;0;0;0;1;0
0.534;0.207;0.146;0.059;0.146;0.097;0;0;0;1;0
0.534;0.207;0.146;0.059;0.146;0.097;0;0;0;1;0
0.534;0.207;0.146;0.059;0.146;0.097;0;0;0;1;0
0.526;0.207;0.146;0.059;0.123;0.097;0;0;0;1;0
0.526;0.207;0.146;0.059;0.123;0.086;0;0;0;1;0
0.526;0.348;0.170;0.062;0.123;0.086;0;0;0;1;0
0.526;0.348;0.170;0.062;0.123;0.086;0;0;0;1;0
0.526;0.348;0.170;0.062;0.103;0.086;0;0;0;1;0
0.518;0.348;0.225;0.062;0.103;0.077;0;0;0;1;0
0.518;0.476;0.225;0.066;0.103;0.077;0;0;0;1;0
0.518;0.476;0.225;0.066;0.103;0.077;0;0;0;1;0
0.518;0.476;0.225;0.066;0.083;0.077;0;0;0;1;0
0.520;0.476;0.386;0.066;0.083;0.072;1;0;0;0;0
0.520;0.477;0.386;0.073;0.083;0.072;1;0;0;0;0
0.530;0.471;0.443;0.076;0.070;0.070;1;0;0;0;0
0.530;0.471;0.443;0.076;0.070;0.070;1;0;0;0;0
0.531;0.472;0.438;0.077;0.071;0.070;0;1;0;0;0
0.529;0.472;0.440;0.077;0.071;0.070;0;1;0;0;0
0.529;0.471;0.440;0.076;0.071;0.070;0;1;0;0;0
0.529;0.471;0.440;0.076;0.067;0.070;0;1;0;0;0
0.519;0.471;0.440;0.076;0.067;0.070;0;1;0;0;0
0.519;0.465;0.431;0.065;0.067;0.088;1;0;0;0;0
0.519;0.465;0.431;0.065;0.067;0.088;1;0;0;0;0
0.470;0.190;0.402;0.049;0.050;0.134;1;0;0;0;0
0.470;0.190;0.402;0.049;0.050;0.134;1;0;0;0;0
0.471;0.190;0.394;0.048;0.051;0.134;0;0;0;1;0
0.471;0.189;0.394;0.048;0.051;0.134;0;0;0;1;0
0.471;0.189;0.394;0.048;0.052;0.134;0;0;0;1;0
0.472;0.189;0.404;0.048;0.052;0.132;0;0;0;1;0
0.472;0.215;0.404;0.054;0.048;0.132;0;0;0;1;0
0.472;0.215;0.404;0.054;0.048;0.132;0;0;0;1;0
0.479;0.215;0.404;0.054;0.048;0.132;0;0;0;1;0
0.479;0.317;0.392;0.054;0.048;0.129;0;0;0;1;0
0.479;0.317;0.392;0.064;0.048;0.129;0;0;0;1;0
0.479;0.317;0.392;0.064;0.041;0.129;0;0;0;1;0
0.479;0.317;0.392;0.064;0.041;0.129;0;0;0;1;0
0.482;0.317;0.392;0.064;0.041;0.129;0;0;0;1;0
0.482;0.317;0.378;0.064;0.041;0.128;0;0;0;1;0
0.482;0.449;0.378;0.077;0.041;0.128;0;0;0;1;0
0.482;0.449;0.378;0.077;0.035;0.128;0;0;0;1;0
0.482;0.449;0.378;0.077;0.035;0.128;0;0;0;1;0
0.482;0.449;0.378;0.077;0.035;0.128;0;0;0;1;0
0.468;0.480;0.372;0.077;0.035;0.131;0;0;0;1;0
0.468;0.480;0.372;0.096;0.035;0.131;0;0;0;1;0
0.468;0.480;0.372;0.096;0.035;0.131;0;0;0;1;0
0.425;0.480;0.366;0.096;0.035;0.131;1;0;0;0;0
0.425;0.480;0.366;0.096;0.035;0.137;1;0;0;0;0
0.355;0.487;0.360;0.146;0.027;0.137;1;0;0;0;0
0.355;0.489;0.360;0.181;0.027;0.141;1;0;0;0;0
0.350;0.490;0.364;0.180;0.030;0.141;0;1;0;0;0
0.350;0.490;0.364;0.180;0.030;0.141;0;1;0;0;0
0.347;0.490;0.366;0.180;0.030;0.141;0;1;0;0;0
0.347;0.490;0.366;0.193;0.031;0.141;0;1;0;0;0
0.347;0.490;0.366;0.193;0.031;0.141;0;1;0;0;0
0.353;0.490;0.353;0.193;0.031;0.141;1;0;0;0;0
0.353;0.490;0.353;0.193;0.031;0.163;1;0;0;0;0
0.358;0.482;0.331;0.383;0.032;0.163;0;1;0;0;0
0.358;0.356;0.331;0.414;0.034;0.189;0;1;0;0;0
0.358;0.356;0.331;0.414;0.034;0.189;0;1;0;0;0
0.356;0.356;0.323;0.414;0.034;0.189;0;1;0;0;0
0.356;0.356;0.323;0.414;0.034;0.199;0;1;0;0;0
0.356;0.242;0.323;0.414;0.034;0.199;0;1;0;0;0
0.356;0.242;0.323;0.412;0.031;0.199;0;1;0;0;0
0.358;0.242;0.304;0.412;0.031;0.199;0;1;0;0;0
0.358;0.150;0.304;0.379;0.034;0.231;0;1;0;0;0
0.358;0.150;0.304;0.379;0.034;0.231;0;1;0;0;0
0.349;0.150;0.277;0.379;0.034;0.231;0;1;0;0;0
0.349;0.145;0.277;0.342;0.037;0.268;1;0;0;0;0
0.349;0.145;0.277;0.342;0.037;0.268;1;0;0;0;0
0.334;0.145;0.250;0.342;0.037;0.268;0;1;0;0;0
0.334;0.143;0.250;0.311;0.039;0.303;0;1;0;0;0
0.334;0.143;0.250;0.311;0.039;0.303;0;1;0;0;0
0.322;0.143;0.229;0.311;0.039;0.303;0;1;0;0;0
0.322;0.143;0.229;0.311;0.039;0.325;1;0;0;0;0
0.322;0.143;0.229;0.287;0.041;0.325;1;0;0;0;0
0.301;0.143;0.207;0.287;0.041;0.325;1;0;0;0;0
0.301;0.141;0.207;0.287;0.041;0.356;1;0;0;0;0
0.286;0.140;0.190;0.257;0.040;0.363;0;0;0;0;1
0.286;0.140;0.190;0.257;0.040;0.363;0;0;0;0;1
0.286;0.143;0.190;0.259;0.039;0.363;0;0;0;0;1
0.282;0.143;0.190;0.259;0.039;0.363;1;0;0;0;0
0.282;0.143;0.190;0.259;0.039;0.363;1;0;0;0;0
0.282;0.140;0.190;0.273;0.043;0.361;1;0;0;0;0
0.282;0.140;0.188;0.273;0.043;0.361;0;0;0;0;1
0.263;0.140;0.188;0.273;0.043;0.361;0;0;0;0;1
0.263;0.140;0.188;0.273;0.043;0.361;0;0;0;0;1
0.263;0.140;0.188;0.273;0.043;0.361;0;0;0;0;1
0.263;0.139;0.188;0.279;0.045;0.361;0;0;0;0;1
0.263;0.139;0.189;0.279;0.045;0.361;0;0;0;0;1
0.259;0.139;0.189;0.279;0.045;0.361;0;0;0;0;1
0.259;0.139;0.189;0.279;0.045;0.361;0;0;0;0;1
0.259;0.138;0.189;0.290;0.047;0.365;0;0;0;0;1
0.244;0.138;0.187;0.290;0.047;0.365;0;0;0;0;1
0.244;0.138;0.187;0.290;0.047;0.365;0;0;0;0;1
0.244;0.138;0.187;0.290;0.047;0.365;0;0;0;0;1
0.244;0.134;0.187;0.301;0.050;0.376;0;0;0;0;1
0.244;0.134;0.185;0.301;0.050;0.376;0;0;0;0;1
0.227;0.134;0.185;0.301;0.050;0.376;0;0;0;0;1
0.227;0.134;0.185;0.301;0.050;0.376;0;0;0;0;1
0.227;0.133;0.187;0.324;0.054;0.391;0;0;0;0;1
0.215;0.133;0.187;0.324;0.054;0.391;0;0;0;0;1
0.215;0.133;0.187;0.324;0.054;0.391;0;0;0;0;1
0.215;0.133;0.187;0.324;0.054;0.391;0;0;0;0;1
0.215;0.135;0.187;0.324;0.057;0.406;0;0;0;0;1
0.215;0.135;0.189;0.354;0.057;0.406;0;0;0;0;1
0.207;0.135;0.189;0.354;0.057;0.406;0;0;0;0;1
0.207;0.135;0.189;0.354;0.057;0.406;0;0;0;0;1
0.207;0.135;0.189;0.354;0.057;0.406;0;0;0;0;1
0.207;0.137;0.189;0.409;0.064;0.418;0;0;0;0;1
0.207;0.137;0.200;0.409;0.064;0.418;0;0;0;0;1
0.202;0.137;0.200;0.409;0.064;0.418;0;0;0;0;1
0.202;0.137;0.200;0.409;0.064;0.418;0;0;0;0;1
0.202;0.140;0.210;0.434;0.076;0.433;1;0;0;0;0
0.203;0.140;0.210;0.434;0.076;0.433;1;0;0;0;0
0.203;0.140;0.210;0.434;0.076;0.433;1;0;0;0;0
0.206;0.142;0.220;0.440;0.089;0.454;0;1;0;0;0
0.206;0.142;0.221;0.440;0.089;0.454;0;1;0;0;0
0.206;0.142;0.221;0.440;0.089;0.454;0;1;0;0;0
0.206;0.142;0.221;0.440;0.089;0.454;0;1;0;0;0
0.206;0.142;0.221;0.440;0.089;0.454;0;1;0;0;0
0.206;0.144;0.218;0.434;0.087;0.454;0;1;0;0;0
0.198;0.144;0.218;0.434;0.087;0.454;0;1;0;0;0
0.198;0.144;0.218;0.434;0.087;0.454;0;1;0;0;0
0.198;0.144;0.218;0.434;0.087;0.454;0;1;0;0;0
0.198;0.144;0.218;0.434;0.087;0.454;0;1;0;0;0
0.198;0.160;0.197;0.417;0.073;0.483;1;0;0;0;0
0.169;0.160;0.197;0.417;0.073;0.483;1;0;0;0;0
0.169;0.160;0.197;0.417;0.073;0.483;1;0;0;0;0
0.140;0.181;0.168;0.390;0.055;0.513;0;1;0;0;0
0.140;0.181;0.168;0.390;0.055;0.513;0;1;0;0;0
0.140;0.181;0.168;0.390;0.055;0.513;0;1;0;0;0
0.140;0.181;0.168;0.390;0.055;0.513;0;1;0;0;0
0.140;0.187;0.163;0.381;0.049;0.521;0;1;0;0;0
0.134;0.187;0.163;0.381;0.049;0.521;1;0;0;0;0
0.134;0.187;0.163;0.381;0.049;0.521;1;0;0;0;0
0.134;0.187;0.163;0.381;0.049;0.521;1;0;0;0;0
0.134;0.201;0.142;0.361;0.120;0.538;1;0;0;0;0
0.108;0.201;0.142;0.361;0.120;0.538;1;0;0;0;0
0.104;0.210;0.130;0.352;0.370;0.552;0;0;0;0;1
0.104;0.210;0.130;0.352;0.370;0.552;0;0;0;0;1
0.104;0.210;0.130;0.352;0.370;0.552;0;0;0;0;1
0.104;0.210;0.130;0.352;0.370;0.552;0;0;0;0;1
0.105;0.210;0.132;0.349;0.352;0.553;0;0;0;0;1
0.105;0.210;0.132;0.349;0.352;0.553;0;0;0;0;1
0.105;0.210;0.132;0.349;0.352;0.553;0;0;0;0;1
0.105;0.210;0.132;0.349;0.352;0.553;0;0;0;0;1
0.105;0.230;0.144;0.356;0.095;0.484;0;0;0;0;1
0.107;0.230;0.144;0.356;0.095;0.484;0;0;0;0;1
0.107;0.230;0.144;0.356;0.095;0.484;0;0;0;0;1
0.107;0.230;0.144;0.356;0.095;0.484;0;0;0;0;1
0.107;0.250;0.162;0.346;0.052;0.234;0;0;0;0;1
0.108;0.250;0.162;0.346;0.052;0.234;0;0;0;0;1
0.108;0.250;0.162;0.346;0.052;0.234;0;0;0;0;1
0.108;0.250;0.162;0.346;0.052;0.234;0;0;0;0;1
0.108;0.250;0.162;0.346;0.052;0.234;0;0;0;0;1
0.108;0.241;0.185;0.329;0.068;0.186;0;0;0;0;1
0.112;0.241;0.185;0.329;0.068;0.186;0;0;0;0;1
0.112;0.241;0.185;0.329;0.097;0.186;0;0;0;0;1
0.112;0.205;0.228;0.325;0.097;0.155;0;0;0;0;1
0.125;0.205;0.228;0.325;0.097;0.155;0;0;0;0;1
0.125;0.205;0.228;0.325;0.097;0.155;0;0;0;0;1
0.125;0.205;0.228;0.325;0.097;0.155;1;0;0;0;0
0.125;0.205;0.228;0.325;0.097;0.155;1;0;0;0;0
